,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96
BAX,8.26432891887041,0.0,5.37486053302504,8.06846111370898,0.0,0.0,0.0,0.0,0.0,35.9236960768279,4.73940989808169,5.06500892928435,7.56409697228366,4.07416687451495,3.87086167344912,0.0,0.0,0.0,0.0,0.0,4.83751587851333,34.6734605674879,7.85911325644002,10.8024496199447,7.96106057903113,11.6410510190522,4.68004138728564,14.1777446843494,0.0,0.0,9.00784298250121,6.39378011365233,0.0,0.0,18.4339582110009,0.0,29.9230472123478,19.4468582320135,25.9623548571069,6.76548821550263,6.10440081271965,10.0272135110416,0.0,5.43352235633669,0.0,0.0,2.89742385804696,9.26084705833934,0.0,0.0,0.0,103.69630787915,0.0,22.3151649027579,0.0,4.41367659822275,23.8899967217404,4.24868511211915,0.0,0.0,20.6959517327186,16.6883563339066,7.04915837983192,4.69640422099681,3.20233979587226,0.0,0.0,7.95477433246098,4.09391053592747,0.0,9.62085317653987,8.25350926388059,0.0,0.0,0.0,87.5186651208019,9.8458238853093,12.9893682234139,11.32497563782,32.7976212084971,0.0,18.1532199932226,3.4775450992284,0.0,3.79483484948176,8.80505527260151,0.0,11.3635254859342,0.0,0.0,14.0094093507769,0.0,0.0,3.90876769564409,21.5031085270492,4.50017277181046
LPCAT2,7.18504466766963,32.8443148958294,18.6917115189351,28.0590252737802,28.2124584824141,32.5750194067849,14.0286714074098,37.4423305961566,28.7707171172794,14.99146687739,19.7782283742503,8.80708300850827,15.7830236864884,17.0020750709023,9.42296465176639,23.0041025557585,17.1527963992579,29.8076422786695,10.5841312316531,11.5670056893192,38.6929738254364,2.41162098368306,13.6654967027896,5.63501892058013,13.8427636227675,35.0853776781597,22.7855543708444,24.6523897690629,4.75529153149708,16.140292984827,12.5303346125719,22.235124551712,24.0785573034768,8.59851788803235,16.6676286757406,24.6539340589544,25.2719392651056,5.07215575812127,31.6005030318153,14.1166699934174,19.1058965079381,22.6660315626992,18.5970920366729,35.9018583655085,12.917600480572,10.3239248009189,16.1218131915956,32.2056880493667,5.69982769355714,7.63410664461087,4.75083903795484,36.0616142604332,0.0,11.640542734931,8.45487877195047,18.4188972059722,8.30802816496066,19.2078947446806,17.6424384289922,0.0,31.1881324874786,30.9523881065135,14.7085678682284,19.5987595962663,16.7047715793552,16.6307715189203,13.069648164145,12.4486497367045,7.11852840196556,3.61533176917356,14.4983157763235,11.4810208176685,4.74496614934753,23.4625727909282,14.2956324707806,4.34794973724415,20.5440083812032,13.5516180645134,21.6611662673372,10.1384530258108,7.64865279134404,41.0344765151278,4.83742931668443,13.158122991748,22.4348759033954,1.53103091747682,18.6690091606353,14.4899334477408,3.69980258617036,13.9517725061916,27.6076450167054,2.422686103463,32.3347847867432,20.3898011062601,14.9559192793322,10.9549171561656
AURKA,40.1601789693127,10.4307060497812,14.2466846300572,0.0,37.9470489363571,17.4234663047938,13.365687320661,28.5382681664763,23.082977203995,0.0,8.37489986771676,17.9005165301347,10.0247535180829,14.3987291043308,0.0,11.6890381770688,0.0,0.0,0.0,29.3876213534309,25.644781921545,18.3811972311662,27.7753087355332,0.0,3.51695077150846,37.7128174919363,41.3499558364343,59.5012537969453,12.0814937509586,5.12583843554168,11.9381607560095,22.5965972049434,15.2937489566738,16.3843172564223,19.5445286442047,17.3991172837509,3.77687954422052,0.0,20.0713919103205,0.0,18.8771506689788,13.2891400374306,38.6579082509714,9.60144968295288,4.68842847262761,10.4917590975458,12.7999240450264,4.09115630804711,39.8233606844337,3.8791065115615,0.0,26.1770441533336,0.0,14.787226332847,17.1846566077977,19.4982605184465,5.27693148216721,7.50775162913404,52.9727798420439,0.0,33.5237191745203,4.91493372447819,24.9128042740781,12.448358319384,31.1232867387763,0.0,0.0,3.51417370185734,25.3198858931388,18.3705280265588,14.1673196537504,3.64614557132156,3.01381516265337,3.13736840292844,11.1754108816873,0.0,4.34958100944248,45.9064147458631,15.0090737577051,0.0,0.0,0.0,6.14508823203816,36.7730890126964,3.35288174713433,35.0082141243137,0.0,3.34670314573223,4.69993706258902,43.3234514423631,24.7556980809151,0.0,6.57208918110881,27.6283661984461,3.79976378138499,43.7368225981592
TPX2,5.93060164025458,12.7078116423409,3.8570774476937,2.89502203899655,10.2735977148085,21.2271467435935,0.0,27.0420871169718,21.8728017000962,30.9352349794464,0.0,21.8083408045358,13.5702627373771,17.5420854996452,25.0000755458851,22.1524296326586,0.0,7.68859399830176,29.1207960174823,11.9343904747359,13.8858846909448,29.8586105369513,25.3791586615386,3.87599683312026,39.9908033358321,19.4921676286654,0.0,10.174154091099,0.0,20.816164964308,25.8566322282725,13.7648065081985,34.1595746460853,0.0,34.3940332091081,25.4369785665134,9.20280441509931,111.642767814078,34.9330506321093,9.71002386324843,13.1418182267731,10.7935095782516,27.9094727344969,11.6975220547931,15.2318652625283,8.52146203539923,33.2677304666518,9.96857614698635,20.5830185496949,25.2050460268562,29.4103952316333,0.0,31.8639996809341,32.0273684346378,55.829874671436,38.0078158988147,42.8595156166036,30.4891772123502,0.0,66.6451055439093,9.90114232686879,7.98387014994293,37.9393329999137,6.74041482369972,29.8745879819639,8.57949440563441,10.7878072336283,22.8338432156189,29.3784925282784,18.6507996053274,16.109480367449,26.6527678489503,24.4783655929239,12.7409357611297,2.26918190440919,26.9162813553613,7.06550524030379,9.32135800110175,32.5078634951904,18.3058136065549,15.7831700734558,42.3377906790618,32.4419748216783,54.3041758311311,43.5716516199027,0.0,17.7802742958668,5.43641986724214,34.3558228774884,0.0,0.0,4.99926821738176,0.0,19.634916560449,40.1204462065571,0.0
EBF4,28.7595088957731,0.0,3.74085665830933,5.61557947300649,0.0,6.86251134522954,0.0,18.7337568808723,3.03053346127241,10.0010332796076,26.3887078963408,14.1008104385888,13.1613659317311,0.0,2.69408640011108,3.06927663729329,8.58216655999994,0.0,28.2433332372945,20.2558746051897,0.0,0.0,0.0,7.5184119361843,19.3929036892218,13.5034521506089,0.0,9.8675882427796,4.75848987124116,4.03778717763413,6.26938116645968,0.0,12.047376095007,0.0,15.3958514582274,0.0,2.97516903564102,57.5230951160694,6.77609080057864,32.9610508728913,2.1243052061482,3.48942713923387,0.0,15.1267391292365,0.0,0.0,6.0497461830246,16.1136745627683,11.4073226291018,0.0,0.0,5.15512411090669,0.0,3.8827906647454,0.0,9.21564274382749,16.6272320471193,5.91409652141632,0.0,0.0,4.80140141086387,23.2299046735628,2.45307677275023,3.26865690603141,6.68640278605451,16.6419571333398,10.4627508951385,19.377590581993,11.3973059525901,10.853290165812,20.0880929521458,8.6165570886437,7.1222363165852,2.47140561844888,0.0,0.0,3.42630433027914,6.02699230454162,11.8231283192253,5.07263600074027,0.0,0.0,4.84068290110512,39.5009188602154,2.64117238515182,0.0,11.4963481009057,15.817831817117,3.70229101944058,6.20495833997305,0.0,9.69726226723768,2.58852261531969,0.0,8.9795870475345,3.13208150677257
RPLP0,21.3744752942942,7.63336848631827,24.3272555342541,18.2594054371602,37.0270629961355,9.56309222827475,19.5624756185431,6.96159703336188,22.523354912371,4.64556869536384,42.9022613568415,6.54995156213877,4.89085700257381,31.6117061865639,20.0228325902782,22.8112996967142,3.98649251481127,27.7104537504402,59.0367549854544,2.68829528001892,15.6394071203624,8.96778230323332,22.8672499312288,24.4465833751036,18.016351665293,7.52696800457087,12.1042410086558,34.3768671879641,53.0486583896128,0.0,49.5071140374182,4.1341437525665,19.5863958145455,31.9741937361023,2.38383653545911,2.54659412181068,24.8758634714569,18.8611680503195,10.4918476654798,0.0,7.89406893401936,0.0,6.2867813801463,10.5397568126791,17.1553593699745,3.83902407368336,13.114083640433,17.9638675380584,2.64940128795123,8.5163888021885,0.0,33.5244124573059,0.0,21.6430885791432,62.8801231537511,11.4153275277203,7.72349681568887,16.4829018521153,29.8202948065877,12.8676191033916,17.8423484570667,17.9841613912423,11.3947592655743,24.2931221588978,8.28238245630746,10.3071156651877,4.86004062449761,5.14346443341079,10.588299481574,13.4438655490538,12.4414632180498,8.0049344410119,11.0278065436754,2.29597967602461,34.758013749492,2.69469283473792,60.4788529660845,2.79959140164724,3.66129867221199,25.9191287380989,265.459166410836,5.86883030773144,24.7339417367514,17.1252921406972,2.45369601489861,54.085838767081,8.01023354618841,14.6950464544423,20.6369643378065,0.0,30.194403057952,36.0357149185928,7.21435033327416,2.52736366624125,5.56146380999513,5.81951860068666
BIRC5,25.218659268422,4.00276635829088,7.28952251582479,16.4139781660538,0.0,6.68622665012272,23.9356161925966,18.2525227591618,2.95268489529477,9.74412600270026,12.8554164155568,3.43464694628011,25.64655159541,16.5764661143437,7.87464153280174,14.9521641688325,0.0,25.4287902420898,20.6383623151422,5.63872577476053,16.401905082194,18.8100115309235,23.982140753564,18.3131960463939,13.4962409685148,5.26262979227401,9.52078668590403,9.61410891177242,18.545013736727,15.7362568170548,12.2166656858352,8.67140715807003,14.6723777670842,25.1498196208674,0.0,10.6830124051004,11.5949707003698,0.0,8.80270144368748,0.0,20.6973589810036,3.39979047877648,29.6698179184388,11.053621758199,17.9917674545919,4.02619536534918,9.82389976509499,15.6997453079449,2.7785726220427,5.9544030751518,0.0,0.0,0.0,37.8304925317396,32.9729191006761,11.9718808488621,0.0,5.76217477591205,12.5096722957963,0.0,51.4586892492768,11.3165865886806,4.78012391313897,12.7387656301114,13.0292839610824,5.40481910569018,0.0,24.2740512166041,16.6567966811707,21.1489801029217,19.5720685460356,16.7904286754855,18.5047460996048,12.039599847673,6.43281842626092,0.0,40.0594700780527,20.5525966935607,7.67960995413901,17.2981541419739,9.9429144805257,0.0,7.07450262519308,23.0917298144305,12.8666287753726,11.941639837599,11.201029067121,25.6858369874285,21.6431177760325,0.0,3.166652860678,0.0,12.6101422819703,23.8552655983437,0.0,6.10324873429812
LTBP4,6.59219872752767,5.65018018878134,8.57471891892932,1.287192211468,3.04524911707651,1.57301151148361,3.21778757399239,1.71764613532813,0.0,22.9241740875071,10.5853445787323,0.0,16.8942072115299,12.9993459600027,9.88053196764961,5.62826899892411,0.0,8.5463065379495,9.7108229196186,13.2657491555941,13.8914506906051,17.7010838654349,8.77655907504146,17.2335577002942,16.5107565573135,9.90475217440817,7.46624757579425,6.78548819038205,4.36292719570878,9.25533728371118,5.74822145923301,4.08009599260448,9.66516645954571,9.86130589681066,9.41068572113654,6.28325301021493,8.18354956004761,29.4730951738455,6.21280944887785,23.7451280400294,4.86929110215396,1.59967941249781,13.9603299653236,5.20098261069673,6.77243145922725,7.57766912619985,7.39579232438823,17.729016778434,2.61476431995384,4.20252486403012,26.1530524938427,0.0,0.0,19.5801260371787,20.168869299433,19.7156560229935,22.8675708630275,8.13370625435538,2.94304389544049,0.0,6.60340739177886,3.54980906395464,7.87205285522794,7.49235182518423,7.15233983269003,0.0,0.0,12.6905532795243,14.3685757425861,14.9266204537456,8.18587310235443,6.58356822448788,6.53018065829975,10.1968342567798,1.00892954679269,2.65946374735728,3.1414832747034,2.76299092204998,1.80671632801186,10.4646578769588,30.409400817814,24.6164424667593,7.76700347828405,6.0362158939081,3.63242640192748,5.61881548846081,9.22309697944824,24.1715510870843,10.1835834133651,1.42228848974345,13.4098453344079,6.66836282325896,2.37334448967521,1.24716107901224,1.37218899258698,7.17929634970009
CCNK,14.3052316328647,1.85773158842819,0.0,1.26965382610493,4.50563500752853,1.55157875122982,7.93486059912721,6.77697073734328,6.85188131116152,11.3059126217462,2.98317601127429,14.3465453650277,7.14172221434228,7.69333555063517,4.87295335728121,9.71526871359296,0.0,1.68597210242566,0.0,3.92549978662617,10.6572475722625,13.0949259106703,11.1303974421954,0.0,6.2637663375771,8.54857229943294,0.0,5.57752820839595,8.60696197148584,18.258460996674,4.25242514520632,6.03675516570021,8.17155053743447,1.9453885209572,4.64123113302768,1.23952835539714,13.4534103472964,15.3007975201395,0.0,2.12923576806634,5.76353463595099,3.15576658796406,12.2401033099588,15.3903529224559,1.67003875521334,0.0,6.38314460405989,13.1155901495934,6.44784340212463,5.52701891282339,38.695063799284,0.0,0.0,8.77879130222546,0.0,2.77814631620493,11.2779966275807,12.0343230493273,11.6117761091151,29.2281758498532,4.34228930515353,10.5043255074979,9.98330623829845,1.47805325057406,5.03920501941699,10.0337639358677,11.8278725903984,3.75529218943003,9.01905424514726,4.90774690344564,8.07433809171408,2.59754604205098,6.44120496076574,4.47017746169074,3.98073029946235,0.0,1.54933980482331,0.0,5.34629780566429,4.58758832475707,0.0,1.42829623243513,9.85008303471226,0.0,4.77724464993154,11.0845148370901,1.29963278257501,3.57633095281167,20.0896579843221,12.6261843885109,7.34840672961471,0.0,14.0460416950997,0.0,0.0,0.0
TF,3.74427651718349,10.6974106177791,14.6109606293546,24.3702380632401,33.1517942994101,11.9126466644335,1.52304854932459,11.3819876306694,17.0973038391295,4.34020323412743,15.7465718003165,9.17910900179237,25.1315245230912,14.766892755685,18.7066790878466,14.6518988755413,20.4844742637897,11.3264255427405,3.06422853599018,23.8600722582322,23.3782203436572,8.37830636199335,15.4296461136798,21.2082418662208,21.6412578472366,12.8923677310437,15.5493213961457,14.9880197600048,20.6506793361394,50.8167184166626,27.2075771111858,38.6239559930381,18.298930450437,9.33513931247412,2.22714068379962,13.0855988201996,18.0761058116389,7.34223909022458,22.5450390594384,14.3042879269746,23.9693057481114,10.6002807630737,10.2786857042474,6.56463389881752,12.8221539454558,12.5533621986748,25.3792679629021,12.5872914220266,8.66337208075309,14.5870709310418,24.7576123315909,40.2695544383331,113.997969669938,11.7952516410987,19.0927253099595,5.33248399747916,5.41185827663243,21.815869532503,2.78601283178418,20.0363277029266,10.4184524484419,35.2842317397215,14.9040524343697,7.09258477508391,16.4431642595057,18.0555034047356,29.513752831523,19.2214838977948,24.7307566992279,20.4102679160226,12.5922908418063,13.7110398787069,20.605839570926,18.233000539891,2.86528923481441,16.3641632706624,14.8693207187946,11.7700509961372,49.5991621293736,6.60419895437884,17.7149883214036,21.9322265604049,12.6044261600054,20.5709163437367,24.0702852151542,38.5628524060936,9.9782664077213,18.3054698156758,22.4938493951721,24.2351980557056,21.1572340866665,35.7711795332447,15.7269748810282,3.54185009759414,5.19589415149807,25.8256850265966
ESR1,31.3740097044798,45.9382713282022,22.445139949856,22.2070642796166,15.3989638748755,12.1653610210887,21.0571603308558,27.5897146791028,19.009709893436,19.0928817156145,12.5946105868899,17.3055400837226,20.1009952411894,22.4269000973465,22.0425250918179,13.3932071445525,18.7247270399999,23.3876209321737,48.1420452908428,13.4162286346061,16.5282679872956,7.89788619749868,7.45892068178528,10.2523799129786,17.3780565526793,22.0965580646328,13.3251893780629,8.74627139700919,28.550939227447,20.9230790113768,29.9220464762848,9.70912563153193,15.6068281230772,15.2530792684339,13.9962285983886,8.97109670382085,18.6624239508391,1.84566080586319,13.5521816011573,35.9575100431542,26.6503744044047,19.9849008883394,20.3013820032005,10.313685769934,21.1521087332105,15.7780537429965,22.5490539549099,14.9417709582033,27.2220199103567,17.5008071892944,31.1173159615638,35.1485734834547,4.21416534044197,22.2378010799055,34.1499185241465,14.2423569677334,21.5398233337682,20.9681603941124,8.75420056652413,25.183233806672,13.0947311205378,10.5590475788922,20.7396490787065,21.3948452031147,23.7063371505569,18.1548623272798,4.28021627528394,18.8742765409023,19.4272260555513,16.7732666198913,17.6531725943099,15.6664674338976,18.1293288058532,10.1102957118363,14.4052842005637,5.53747613342907,25.2300591593282,14.7935265656931,4.2993193888092,13.8344618202007,13.9159948430573,29.2890330208357,18.4826074405832,24.4187498408604,24.4908712077714,20.8917363620039,10.9737868235918,23.7267477256755,6.05829439544822,3.38452273089439,11.523233445251,7.93412367319447,30.3563106705673,11.8711359936973,8.9795870475345,40.1475902231757
SUPT16H,19.4334810425486,14.9481017477497,9.72225157246244,8.75672307418478,13.8111480023808,10.7011416599992,10.9452475108084,19.4751431481477,18.9027988402454,2.59920575446102,3.42912974586417,47.6412572509473,13.6822254700726,14.7390151088941,29.4073978651196,30.3120576081057,6.69135360862532,17.4420663036569,22.0207949188275,19.553391469672,14.0004514923384,50.174936365874,12.7942759019503,3.90797611058552,40.3207512307858,26.6719144520334,0.0,39.7501255226809,27.2074360740368,6.29637320903344,24.4405920106251,9.25224956175001,15.6551870175993,13.4172230252565,12.0038553776181,2.84964986193946,13.918099531436,12.3116751406633,17.6106345306606,66.0834269842879,25.396304905442,9.06880203924786,22.863540758324,9.82836130320446,5.75907645134399,12.8876537425315,14.6747164439581,6.70054854983188,14.8234576326288,11.1181886534701,39.5373979620708,83.0666320692833,2.6772413846494,12.1093549720531,19.3498608594584,14.3705261133296,19.4459094417662,19.9814751790909,25.0267793709602,40.7969444159506,21.2135193505158,10.0621772795918,28.0517270332649,16.9900681299381,24.3285574171937,14.417133889112,43.5072522189679,25.9000154919157,16.2914854035643,22.5656157439928,22.0432478528161,19.4080387395866,20.978277658542,7.70763363203005,12.583472020605,4.52305944558233,32.0570993597618,15.6637745741723,14.339531801516,22.4118861873009,10.6089270712363,6.56724655607146,6.29031546056766,8.21283263338949,9.60993767155157,19.1123014880885,17.9269721260242,10.9625471242668,26.9416613158508,12.9010377008417,5.06815018745067,70.5672121189364,22.8731863430899,39.5938325830898,4.66747658448969,16.2801663552981
SEMA6A,9.75712801803475,20.9071107021902,19.0371908528694,5.71552817666077,23.663220001204,29.1027230173172,8.33464547049617,29.236356507898,22.6194636055212,20.3580726726733,22.3819886935694,16.7437471158106,26.7912361271876,2.88605413591735,25.5923453977693,24.9912404399106,8.73491596481922,30.3585776165146,14.3730106302058,14.7259986519109,15.9917077480829,47.4864372426916,21.3410504687586,12.7537135664463,28.1972394824117,21.0738157686694,16.5762144974096,15.9017589555911,11.3007619532515,12.3289607934825,23.3968773049504,10.5681785394423,21.4581516029564,7.29787040994349,8.70548555893747,6.50989974165313,11.1031157685519,24.1075544717642,13.7933896526565,15.9750985884495,17.2969166511563,13.0222898358758,26.4023586594197,11.5469789177243,18.7947954105334,5.60786247492045,26.6821636829072,18.5872030293312,13.5454147264787,18.6604992319585,0.0,36.7281419062654,34.9488009157136,17.1248930002887,16.0741475827593,11.4640375096408,16.9231712812548,6.01935837078436,19.6020262082953,10.9645676107061,23.6198184684761,19.7028011298906,24.1351318515028,25.5057272319762,18.1477613404634,31.9942992971465,5.32448590871165,17.8441503634289,26.1003611741509,11.0464620882594,23.4746124558527,27.284191175541,17.7197807153596,3.35385713171759,10.4532320842946,0.984069553832275,16.2740073693927,24.5370541029367,17.3818115952685,17.2097371438039,5.1933486778759,25.7187185774737,22.170778353049,4.46710829388526,10.752724814468,6.23731598855973,21.4517700256358,25.0434566173522,7.53637224494011,10.5256618061701,28.6692494752328,26.3196231086692,21.0767547889229,35.072591921138,7.10842994370817,14.8765295225841
PHGDH,5.70432735141882,2.7162137418854,4.94655432192664,16.7073977330564,2.19591602999434,9.07433463899615,11.6016638429075,2.47717446909293,14.0255158535836,13.2244186055857,19.6278336280747,30.2990599965781,33.0663516967857,18.7475448316794,21.3744272128343,10.1463013703479,0.0,17.255573598999,28.009730427701,19.1317492268867,8.90405804177445,3.1910438451829,16.273900208973,34.7957239714656,16.48500297595,8.92784269722757,6.46065478597009,9.78597265165736,0.0,10.6783742008296,0.0,2.94213965742059,3.98257710291186,11.3775123744348,39.0195285490134,12.6863147580135,1.96704078717141,4.47429938155628,13.4400904513078,24.9054685357599,12.6404094737239,0.0,8.94820786267,0.0,7.32535675979383,10.9284491773797,13.3326850244886,17.0457569120768,9.42747647909364,8.08112690562224,0.0,10.2249713555177,3.40536341900176,20.5369376034986,6.7124699236435,10.1549104941322,32.9794138309191,7.82024075777463,4.24443256923363,9.15747848322126,25.3956727772053,46.0755366444145,16.2185812243198,6.48324318021278,14.7357756170785,20.1719347003103,3.45873755578352,10.9813240117804,16.9545569206687,23.9189372384224,23.6111914314798,7.59581233214482,18.83554065368,17.9737391535965,14.550695064737,3.83545572101971,6.79593020045228,25.9009511871003,2.60563073417292,30.1840789990687,0.0,4.17666134137913,20.8027960213714,5.22322715771685,12.2235261987309,28.3619256370581,9.50105075841926,8.71500072101029,7.34333816395979,4.10242443075059,32.2326058257379,54.4966475813306,18.8254934494088,30.5769645120476,9.89479575942303,37.2741097993821
DPYSL2,7.57934589943199,10.8271083783889,23.6609714105544,17.7593098988926,10.5037775841987,12.6599321250374,7.39926876061551,1.97485463205338,4.79204177916175,21.0855591039713,8.69317456490169,11.1484782473556,22.1988869736788,17.9351157760128,8.52006734192815,16.1776818786432,6.78529064879179,13.7564995424805,66.9898062100973,12.2017803917819,15.9716225467138,17.8077622636596,8.64925949847291,9.90709627297117,16.062670228126,18.5053973729318,22.3191253397339,20.8042118538921,10.032505304256,25.5390611558696,21.4792092558493,11.7276724007506,23.8124451991319,54.4223266327901,21.6397730649391,24.5620664184908,17.2498208111535,14.2680153846338,11.9052417781012,37.2284132448354,21.2740792078565,7.35689204567912,5.35027204380999,15.9461399158741,13.6264931898717,15.2466743096497,21.2581835529424,28.8771123637766,18.0378693472936,32.2122060857971,25.0577790721399,5.43437218384576,40.7223904033492,4.09311766898998,10.7026392259568,8.0957043105518,26.2918696196011,10.9103004389344,59.2156123545166,24.3351030594961,10.1229773364611,24.4882460781715,12.9297878109935,15.5057259610704,10.5728981093724,19.0053887937255,11.0295079629126,16.0499867540302,16.5201945718786,15.2549364894397,10.5881227315834,16.6527306524567,20.0214425326127,13.026396318455,16.2401603396954,10.7019657150461,36.1190391254895,19.0604058956165,29.0816766626889,9.35797760232991,2.68946531077748,6.65944131061642,17.8601429954416,20.8203226607233,12.5290895916738,9.69030544110328,15.1488676584892,19.453779828397,11.7085215989172,1.63526872870674,23.9833989348854,40.8902142340584,16.3724422481168,44.451424119054,26.8203406100708,24.763074930531
CDC6,10.4393647036708,29.8253001110932,16.2946455456279,14.2687267879058,16.8785311414838,14.946067189581,0.0,21.7604294769382,37.4016365008481,25.4118051662217,9.57879172370105,30.7105736720124,11.4658118363073,10.292841508174,3.91168716766128,6.68466870751123,9.34567766704681,13.533877619081,0.0,23.1083131970533,29.3312193227671,45.5509043884838,19.8550058539163,10.9163817057801,10.056281112282,11.7638277290188,18.9176047951687,23.2818228261403,0.0,11.7253554213016,15.9299832588002,19.3836435398655,39.3575070806903,37.479125724066,7.45135154560304,13.9301682753031,53.9975747337777,7.36948568059846,27.8759376040211,30.7657933831148,12.3375663300826,17.7326962374465,24.5638792011381,27.4541451871934,18.7683652294874,20.9999115686816,13.1759218138491,11.6981500683222,12.4221733044057,2.21836403629923,3.45131753938926,0.0,0.0,14.0940750984948,44.2236397391294,8.92045418718926,18.1064711481862,25.7609727774662,2.3302929593976,0.0,3.4857048914416,22.4858217894877,21.3705149163576,26.1026513509582,17.7986296037377,2.01361180548907,7.59571192914646,2.00966808574966,14.4798097451388,15.7584685727825,17.8242590393747,16.6811159887962,24.1293576459935,26.9127383313705,12.7818761959299,8.42302033733313,0.0,17.5018206218603,20.0277327954377,7.36522969326234,0.0,18.3446797353387,5.27133349904523,45.8827860635689,26.8440094879942,11.1224013624122,29.2112774645962,13.3972710302593,8.06332952300428,0.0,0.0,0.0,5.6376202506699,23.6999578796045,19.5569092123159,2.27381776575657
CREM,26.2605250731399,34.8336896893203,12.1993018064009,20.1442531946672,47.6574273124793,38.0448525525276,9.15592968939473,14.6622300739503,5.92972076270374,42.3986602126618,21.5140435275265,22.9920654501818,22.3186651408029,35.1390637625958,10.5428171425298,20.0184264973139,5.5974579932479,34.044862177074,18.4208579826327,11.3239544643155,21.9593851161853,78.6982299421752,32.1080424547628,7.35548442712679,25.296867174184,26.4216520321881,14.8711825727945,32.1791766085381,31.0358077757561,15.8011457511136,6.13352073935707,5.80477597965207,35.3589114323801,25.2535256677336,5.02073871470708,32.1811923959575,15.5237105533991,4.41384648589391,26.5169989532383,12.284483603092,18.0116778147547,27.3104769465498,33.1024025732129,12.3324463378163,21.6791484665174,5.39039667268191,23.6745813956509,10.5096557904562,27.9003015084038,7.97194165001022,6.2013496408749,3.36227343748731,47.0309429694315,2.53243251462689,28.6943660782248,28.0495769493651,8.13345606937301,34.7156116741429,12.5612563103517,60.2250032551558,18.7894111712732,20.201334894223,11.1996147657814,17.0550590906738,14.5366784557318,23.517459514538,17.0600303023469,14.4439383738035,14.8670946572302,16.5170355515156,14.5576107900267,18.7329605769952,17.0326300682119,14.5070946050132,2.87081971061419,22.7018059977956,11.173515700691,23.585538230547,15.4225541191649,8.27118267009632,3.32797146369587,57.6832182588645,28.4146982085751,1.71755179743137,13.7809970248946,25.9802433648764,44.9888674059306,30.950103981869,12.0735354617131,2.02349799523424,16.9584568008234,66.4098263549545,28.7008519984973,5.32302966939705,3.90444230633278,6.12841566626092
ABLIM1,24.9081063216345,23.20517727213,38.0334954281498,17.9740072596397,6.25338867421141,24.5492421605787,26.430778695097,21.1630151938615,27.3880892526785,22.5957901126339,27.3263878978241,31.8586034243143,15.8592392805575,19.219699592611,17.2461377303839,33.5170232563829,46.8593597407595,25.2716474799818,10.6352415806933,18.5239367907048,24.0885845381993,9.08724977085313,21.6270917780679,5.66223020297783,22.9508561338759,22.3732407286778,25.7575330206734,15.7917899268818,19.7103004118567,66.9002144998183,16.5254815692548,3.35137456266206,14.7437255669849,17.8200820651352,26.0884114493001,11.3542856747047,13.4438698881301,20.3865959867162,23.8148254537204,21.2772582476004,16.798388357442,19.7095542648145,22.9339186219925,12.8161990702651,18.0792565476747,26.4531354897904,19.7433414588141,10.9219077124564,34.3641116096619,14.9583943122355,25.0623484169205,9.70600563278298,25.2136957594127,29.2418861328308,29.3101893069478,25.4482818266893,18.7833314312053,34.518468233879,10.8783202886275,15.6468475431071,33.4480769240552,29.1579899610417,22.1693924367847,35.6942897246321,29.3745169503854,36.555489367201,19.699141463494,25.0175275429965,22.5316460019584,19.0721478286065,15.9691282945485,21.6308666453845,24.1373894740882,13.9593982632577,4.14365351301547,8.73789162742288,19.3530136698119,31.7731360088883,17.8083549640606,11.4608376140725,121.048008348797,20.2198475859067,20.9621528669019,6.94137309846314,16.9074097705763,16.1534541517112,36.7968159329414,11.9126493494527,11.1530063574192,8.17783461897269,11.0147934324161,3.6515777375466,20.4692847516978,6.14647879361641,18.033768982912,35.3822721933147
